﻿索引,文本内容,翻译内容
429,DNA injector (Human > Monkey),DNA注射器（人类>猴子）
430,Will make you a flea bag.,让你变成一个跳蚤窝
431,DNA activator,DNA激活器
432,"Activates the current mutation on injection, if the subject has it.",如果对象拥有目标突变，则在注射时激活
433,DNA injector (Acid Flesh),DNA注入器（酸性皮肤）
434,DNA injector (Acid Flesh),DNA注入器（酸性皮肤）
435,DNA injector (Antenna),DNA注射器（天线）
436,DNA injector (Anti-Antenna),DNA注射器（反天线）
437,DNA injector (Antiglowy),DNA注射器（吸光）
438,DNA injector (Anti-Antiglowy),DNA注射器（反吸光）
439,DNA injector (Blind),DNA注射器（致盲）
440,Makes you not see anything.,让你什么也看不见。
441,DNA injector (Anti-Blind),DNA注射器（反致盲）
442,IT'S A MIRACLE!!!,这是一个奇迹!!!
443,DNA injector (Chameleon),DNA注射器（变色龙）
444,DNA injector (Anti-Chameleon),DNA注射器（反变色龙）
445,DNA injector (Chav),DNA注射器（呆讷）
446,DNA injector (Anti-Chav),DNA注射器（反呆讷）
447,DNA injector (Clumsy),DNA注射器（笨拙）
448,Makes clown minions.,制造小丑仆从
449,DNA injector (Anti-Clumsy),DNA注射器（反笨拙）
450,Apply this for Security Clown.,将这个注射给安保小丑
451,DNA injector (Cough),DNA注射器（咳嗽）
452,Will bring forth a sound of horror from your throat.,会让你的喉咙发出糟糕的声音。
453,DNA injector (Anti-Cough),DNA注射器（反咳嗽）
454,Will stop that awful noise.,能够让你讨厌的咳嗽声停止
455,DNA injector (Cryokinesis),DNA注射器（冰冻）
456,DNA injector (Anti-Cryokinesis),DNA注射器（反冰冻）
457,DNA injector (Deaf),DNA注射器（失聪）
458,"Sorry, what did you say?",不好意思，你刚说啥？
459,DNA injector (Anti-Deaf),DNA注射器（反失聪）
460,Will make you hear once more.,能让你重新听见声音
461,DNA injector (Dwarfism),DNA注射器(侏儒)
462,It's a small world after all.,毕竟这是一个小世界。
463,DNA injector (Anti-Dwarfism),DNA注射器(反侏儒)
464,Helps you grow big and strong.,让你长得又大又强壮
465,DNA injector (Elvis),DNA注射器（猫王）
466,DNA injector (Anti-Elvis),DNA注射器（反猫王）
467,DNA injector (Epi.),DNA注射器（癫痫）
468,Shake shake shake the room!,不如此刻让我们尽情地一起摇摆~
469,DNA injector (Anti-Epi.),DNA注射器（反癫痫）
470,Will fix you up from shaking the room.,让你不再摇摆
471,DNA injector (Geladikinesis),DNA注射器（冷凝）
472,DNA injector (Anti-Geladikinesis),DNA注射器（反冷凝）
473,DNA injector (Gigantism),DNA注射器（巨人症）
474,DNA injector (Anti-Gigantism),DNA注射器（反巨人症）
475,DNA injector (Glasses),DNA注射器（近视）
476,Will make you need dorkish glasses.,会让你需要戴傻了吧唧的眼镜
477,DNA injector (Anti-Glasses),DNA注射器（反近视）
478,Toss away those glasses!,扔掉那些眼镜吧！
479,DNA injector (Glowy),DNA注射器（荧光）
480,DNA injector (Anti-Glowy),DNA注射器（反荧光）
481,DNA injector (Hulk),DNA注射器（浩克）
482,"This will make you big and strong, but give you a bad skin condition.",这个会让你又大又强壮，但对你的皮肤可能不太好
483,DNA injector (Anti-Hulk),DNA注射器（反浩克）
484,Cures green skin.,治愈绿皮
485,DNA injector (Human > Monkey),DNA注射器（人类>猴子）
486,Will make you a flea bag.,让你满身跳蚤
487,DNA injector (Monkey > Human),DNA注射器（猴子>人类）
488,Will make you...less hairy.,能让你...不那么毛发旺盛
489,DNA injector (Illiterate),DNA注射器（文盲）
490,DNA injector (Anti-Illiterate),DNA注射器（反文盲）
491,DNA injector (Insulated),DNA注射器（绝缘）
492,DNA injector (Anti-Insulated),DNA注射器（反绝缘）
493,DNA injector (Laser Eyes),DNA注射器（激光眼） 
494,DNA injector (Anti-Laser Eyes),DNA注射器（反激光眼）
495,DNA injector (Mindread),DNA注射器（读心）
496,DNA injector (Anti-Mindread),DNA注射器（反读心）
497,DNA injector (Mute),DNA注射器（静音）
498,DNA injector (Anti-Mute),DNA注射器（反静音）
499,DNA injector (Olfaction),DNA注射器（强大嗅觉）
500,DNA injector (Anti-Olfaction),DNA注射器（反强大嗅觉）
501,DNA injector (Pig Latin),DNA注射器（乡村拉丁语）
502,DNA injector (Anti-Pig Latin),DNA注射器（反乡村拉丁语）
503,DNA injector (Paranoia),DNA注射器（躁狂症）
504,DNA injector (Anti-Paranoia),DNA注射器（反躁狂症）
505,DNA injector (Pressure Adaptation),DNA注射器（压力适应性）
506,Gives you fire.,给你火
507,DNA injector (Anti-Pressure Adaptation),DNA注射器（反压力适应性）
508,Cures fire.,治愈着火
509,DNA injector (Radioactive),DNA注射器（放射性）
510,DNA injector (Anti-Radioactive),DNA注射器（反放射性）
511,DNA injector (Shock Touch),DNA注射器（电击之触）
512,DNA injector (Anti-Shock Touch),DNA注射器（反电击之触）
513,DNA injector (Spastic),DNA注射器（痉挛）
514,DNA injector (Anti-Spastic),DNA注射器（反痉挛）
515,DNA injector (Spatial Instability),DNA注射器（空间不稳定性）
516,DNA injector (Anti-Spatial Instability),DNA注射器（反空间不稳定性）
517,DNA injector (Stutt.),DNA注射器（结巴）
518,Makes you s-s-stuttterrr.,"让让让，你，结结b,结巴"
519,DNA injector (Anti-Stutt.),DNA注射器（反结巴）
520,Fixes that speaking impairment.,修复你的口语障碍
521,DNA injector (Swedish),DNA注射器（瑞典语）
522,DNA injector (Anti-Swedish),DNA注射器（反瑞典语）
523,DNA injector (Tele.),DNA注射器（心念遥感）
524,Super brain TK!,超级心灵传动！
525,DNA injector,DNA注射器
526,Good. Let the hate flow through you.,很好，让仇恨流经你的全身
527,DNA injector (Anti-Tele.),DNA注射器（反心念遥感）
528,Will make you not able to control your mind.,让你没法继续用你的念力
529,DNA injector (Temp Adaptation),DNA注射器（温度适应性）
530,Gives you fire.,给你火
531,DNA injector (Anti-Temp Adaptation),DNA注射器（反温度适应性）
532,Cures fire.,治愈着火
533,DNA injector (Thermal Vision),DNA注射器（热像视觉）
534,DNA injector (Anti-Thermal Vision),DNA注射器（反热像视觉）
535,DNA injector (Tour.),DNA注射器（污言秽语）
536,Gives you a nasty case of Tourette's.,让你得上讨厌的污言秽语综合征
537,DNA injector (Anti-Tour.),DNA注射器（反污言秽语）
538,Will cure Tourette's.,能治好你的污言秽语综合征
539,DNA injector (Two Left Feet),DNA注射器（两只左脚）
540,DNA injector (Anti-Two Left Feet),DNA注射器（反两只左脚）
541,DNA injector (Unintelligible),DNA注射器（降智）
542,DNA injector (Anti-Unintelligible),DNA注射器（反降智）
543,DNA injector (Void),DNA injector (虚化)
544,DNA injector (Anti-Void),DNA注射器（反虚化）
545,DNA injector (X-ray),DNA注射器（X射线）
546,Finally you can see what the Captain does.,终于你能看到舰长到底在干啥了
547,DNA injector (Anti-X-ray),DNA注射器（反X射线）
548,It will make you see harder.,这会让你看得更清楚
549,DNA injector (Wacky),DNA注射器（滑稽行为）
550,DNA injector (Anti-Wacky),DNA注射器（反滑稽行为）
551,DNA injector (Webbing),DNA注射器（织网能力）
552,DNA injector (Anti-Webbing),DNA注射器（反织网能力）
553,DNA Sampler,DNA采样器
554,Can be used to take chemical and genetic samples of pretty much anything.,可以采集来自几乎任何东西的化学和基因样本。
555,Carp DNA Sampler,太空鲤鱼DNA采样器
556,Can be used to take chemical and genetic samples of animals.,可以采集来自动物的化学和基因样本
557,pneumatic airlock seal,气动气闸密封
558,A brace used to seal and reinforce an airlock. Useful for making areas inaccessible to those without opposable thumbs.,一个用于密封和加固气闸的支架。可以让那些没有对生拇指的人进不去。
559,generic drug,没有标签的药物
560,I am error,我是个错误
561,saturnX glob,一小团土星X
562,A congealed glob of pure saturnX.\nThis compound was first discovered during the infancy of cloaking technology and at the time thought to be a promising candidate agent. It was withdrawn for consideration after the researchers discovered a slew of associated safety issues including thought disorders and hepatoxicity.\nIt has since attained some limited popularity as a street drug.,纯真的土星X凝结球体\n这种化合物最初是在隐身技术的初期发现的，当时被认为是一种很有前途的候选制剂。研究人员发现了包括思维障碍和肝毒性在内的一系列相关安全问题后，该研究被撤回考虑\n作为街头毒品，它的受欢迎程度有限
563,moon rock,月球岩石
564,"A small hard lump of kronkaine freebase.\nIt is said the average kronkaine addict causes as much criminal damage as four cat burglars, two arsonists and one rabid pit bull terrier combined.","一小块硬化的精炼\""克朗凯恩\""\n据说，平均每个克朗凯恩毒瘾者所造成的刑事损失相当于四名猫贼、两名纵火犯和一只狂犬病斗牛犬的总和"
565,bLaSToFF ampoule,癫火起飞安瓿
566,A small ampoule. The liquid inside appears to be boiling violently.\nYou suspect it contains bLasSToFF; the drug thought to be the cause of the infamous Luna nightclub mass casualty incident.,一个小安瓿，里面的液体似乎沸腾得很厉害\n您怀疑它包含癫火起飞；这种药物被认为是臭名昭著的Luna夜总会大规模伤亡事件的原因
567,double-bladed energy sword,双刃能量剑
568,Handle with care.,小心使用
569,A double bladed energy sword employed by the Syndicate in raids,一把辛迪加组织在袭击中使用的双刃能量剑
570,hair dye spray,染发喷剂
571,A spray to dye hair as well as giving it any gradient you'd like.,一种喷剂，可以把头发染成你想要的任何颜色，包括渐变色
572,magic eightball,魔法八号球
573,"A black ball with a stenciled number eight in white on the side. It seems full of dark liquid.\nThe instructions state that you should ask your question aloud, and then shake.",一个侧面印有白色数字8的黑球。它似乎充满了黑色液体\n说明书上说你应该大声问问题，然后摇晃
574,broken magic eightball,坏掉的魔法八号球
575,A black ball with a stenciled number eight in white on the side. It is cracked and seems empty.,一个侧面印有白色数字8的黑球，它裂开了，里面的液体似乎已经流光了
576,It's a card with a magnetic strip attached to some circuitry.,它是一张带有磁条的卡，连接到一些电路装置上
577,cryptographic sequencer,密码测序器
578,An specially modified ID card used to break machinery and disable safeties. Notoriously used by Syndicate agents.,一种经过特殊修改的ID卡，用于破坏机器和禁用安全装置。被臭名昭著的辛迪加特工们所使用。
579,bluespace cryptographic sequencer,蓝空密码测序器
580,It's a blue card with a magnetic strip attached to some circuitry. It appears to have some sort of transmitter attached to it.,这是一张蓝色的卡片，上面有一条磁条连接在一些电路上，它似乎连接了某种发射器
